城市,年齡,年份,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,年份,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用
嘉義縣朴子市,85歲以上,2011,氣管、支氣管和肺癌,3,61418,肝和肝內膽管癌,2,9104,結腸、直腸和肛門癌,7,269334,胃癌,0,0,口腔癌,0,0,女性乳癌,1,7202,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,32948,鼻咽癌,0,0,膀胱癌,1,55121,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,65~69歲,2011,氣管、支氣管和肺癌,7,621526,肝和肝內膽管癌,11,330076,結腸、直腸和肛門癌,11,1109850,胃癌,1,23558,口腔癌,0,0,女性乳癌,7,134655,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,467,鼻咽癌,2,4908,膀胱癌,7,243431,卵巢癌,0,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,70~74歲,2011,氣管、支氣管和肺癌,6,1930137,肝和肝內膽管癌,9,449195,結腸、直腸和肛門癌,12,238385,胃癌,1,555,口腔癌,0,0,女性乳癌,10,385312,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,18808,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,38661,鼻咽癌,0,0,膀胱癌,22,960748,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,75~79歲,2011,氣管、支氣管和肺癌,8,391278,肝和肝內膽管癌,8,409804,結腸、直腸和肛門癌,11,567958,胃癌,2,1052105,口腔癌,2,16179,女性乳癌,4,137751,食道癌,0,0,胰臟癌,1,4965,非何杰金氏淋巴瘤,1,365910,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,40007,鼻咽癌,2,5840,膀胱癌,9,836150,卵巢癌,1,151108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,80~84歲,2011,氣管、支氣管和肺癌,4,317367,肝和肝內膽管癌,3,76673,結腸、直腸和肛門癌,8,179972,胃癌,0,0,口腔癌,0,0,女性乳癌,1,0,食道癌,1,106848,胰臟癌,1,0,非何杰金氏淋巴瘤,0,4389,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,187786,鼻咽癌,0,0,膀胱癌,4,38502,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,85歲以上,2011,氣管、支氣管和肺癌,2,118458,肝和肝內膽管癌,1,153099,結腸、直腸和肛門癌,9,282455,胃癌,1,3296,口腔癌,1,12796,女性乳癌,0,0,食道癌,0,0,胰臟癌,1,13198,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,202204,鼻咽癌,0,0,膀胱癌,2,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,65~69歲,2011,氣管、支氣管和肺癌,6,114187,肝和肝內膽管癌,6,231149,結腸、直腸和肛門癌,5,339928,胃癌,1,14099,口腔癌,2,104974,女性乳癌,10,413887,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,359,前列腺(攝護腺)癌,0,0,白血病,0,282397,子宮頸及部位未明示子宮癌,3,296207,鼻咽癌,0,1293,膀胱癌,0,0,卵巢癌,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,70~74歲,2011,氣管、支氣管和肺癌,3,595574,肝和肝內膽管癌,7,480076,結腸、直腸和肛門癌,14,446969,胃癌,0,0,口腔癌,0,1850,女性乳癌,7,1104920,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,214746,子宮頸及部位未明示子宮癌,2,11959,鼻咽癌,0,0,膀胱癌,2,87814,卵巢癌,3,285269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,75~79歲,2011,氣管、支氣管和肺癌,3,634759,肝和肝內膽管癌,4,258693,結腸、直腸和肛門癌,11,441527,胃癌,0,0,口腔癌,0,0,女性乳癌,10,185872,食道癌,1,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,237910,子宮頸及部位未明示子宮癌,6,178001,鼻咽癌,1,0,膀胱癌,2,130503,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,80~84歲,2011,氣管、支氣管和肺癌,5,452290,肝和肝內膽管癌,5,159315,結腸、直腸和肛門癌,6,152078,胃癌,1,6836,口腔癌,0,0,女性乳癌,5,32066,食道癌,0,0,胰臟癌,1,260711,非何杰金氏淋巴瘤,1,9447,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,8947,鼻咽癌,0,0,膀胱癌,2,9645,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,85歲以上,2011,氣管、支氣管和肺癌,2,100030,肝和肝內膽管癌,1,27331,結腸、直腸和肛門癌,10,107254,胃癌,0,0,口腔癌,1,0,女性乳癌,1,63637,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,92846,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,65~69歲,2011,氣管、支氣管和肺癌,2,1501667,肝和肝內膽管癌,3,19284,結腸、直腸和肛門癌,11,497021,胃癌,4,354774,口腔癌,1,1028,女性乳癌,19,653889,食道癌,1,153487,胰臟癌,1,212223,非何杰金氏淋巴瘤,3,233766,前列腺(攝護腺)癌,0,0,白血病,1,502418,子宮頸及部位未明示子宮癌,7,68259,鼻咽癌,0,0,膀胱癌,1,68379,卵巢癌,3,248944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,70~74歲,2011,氣管、支氣管和肺癌,7,214928,肝和肝內膽管癌,13,1185028,結腸、直腸和肛門癌,19,1201126,胃癌,0,14685,口腔癌,0,0,女性乳癌,10,1327595,食道癌,0,0,胰臟癌,1,6886,非何杰金氏淋巴瘤,1,222008,前列腺(攝護腺)癌,0,0,白血病,0,399317,子宮頸及部位未明示子宮癌,14,783746,鼻咽癌,1,820,膀胱癌,3,46405,卵巢癌,2,20164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,75~79歲,2011,氣管、支氣管和肺癌,8,1094015,肝和肝內膽管癌,6,175188,結腸、直腸和肛門癌,13,513356,胃癌,3,84997,口腔癌,0,0,女性乳癌,7,103512,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,4,270670,前列腺(攝護腺)癌,0,0,白血病,1,7485,子宮頸及部位未明示子宮癌,4,235778,鼻咽癌,1,36162,膀胱癌,2,79729,卵巢癌,1,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,80~84歲,2011,氣管、支氣管和肺癌,3,139975,肝和肝內膽管癌,4,248823,結腸、直腸和肛門癌,7,521460,胃癌,3,14140,口腔癌,3,136023,女性乳癌,4,49177,食道癌,0,0,胰臟癌,1,7756,非何杰金氏淋巴瘤,1,218112,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,46261,鼻咽癌,0,0,膀胱癌,5,15199,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,85歲以上,2011,氣管、支氣管和肺癌,4,368606,肝和肝內膽管癌,3,37595,結腸、直腸和肛門癌,7,943952,胃癌,1,0,口腔癌,0,0,女性乳癌,1,14569,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,7066,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,380217,鼻咽癌,0,0,膀胱癌,1,4301,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,65~69歲,2011,氣管、支氣管和肺癌,6,1181912,肝和肝內膽管癌,4,156841,結腸、直腸和肛門癌,1,116994,胃癌,0,0,口腔癌,0,0,女性乳癌,4,712190,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,537688,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,4868,膀胱癌,0,0,卵巢癌,1,17501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,70~74歲,2011,氣管、支氣管和肺癌,2,1070020,肝和肝內膽管癌,6,203212,結腸、直腸和肛門癌,1,677,胃癌,2,9108,口腔癌,0,0,女性乳癌,5,127110,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,23780,子宮頸及部位未明示子宮癌,2,11228,鼻咽癌,0,0,膀胱癌,1,45101,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,75~79歲,2011,氣管、支氣管和肺癌,3,317651,肝和肝內膽管癌,0,0,結腸、直腸和肛門癌,6,56242,胃癌,2,18047,口腔癌,0,0,女性乳癌,2,404495,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,129963,前列腺(攝護腺)癌,0,0,白血病,1,10437,子宮頸及部位未明示子宮癌,3,102610,鼻咽癌,0,0,膀胱癌,1,424707,卵巢癌,1,272354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,80~84歲,2011,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,2,45143,結腸、直腸和肛門癌,2,6740,胃癌,0,0,口腔癌,2,7100,女性乳癌,0,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,31336,鼻咽癌,0,0,膀胱癌,3,44906,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,85歲以上,2011,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,1,13597,結腸、直腸和肛門癌,0,0,胃癌,0,0,口腔癌,0,0,女性乳癌,2,58190,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,15769,鼻咽癌,2,290283,膀胱癌,1,83617,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,65~69歲,2011,氣管、支氣管和肺癌,3,540966,肝和肝內膽管癌,10,478185,結腸、直腸和肛門癌,15,934008,胃癌,2,6926,口腔癌,0,0,女性乳癌,9,351968,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,3,91467,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,7019,鼻咽癌,0,0,膀胱癌,1,151939,卵巢癌,2,13816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,70~74歲,2011,氣管、支氣管和肺癌,3,438202,肝和肝內膽管癌,10,700541,結腸、直腸和肛門癌,10,291647,胃癌,3,10965,口腔癌,1,124088,女性乳癌,8,105768,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,3,72817,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,3957,鼻咽癌,1,32259,膀胱癌,2,39178,卵巢癌,2,30684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,75~79歲,2011,氣管、支氣管和肺癌,4,349276,肝和肝內膽管癌,6,233734,結腸、直腸和肛門癌,17,1056016,胃癌,2,19516,口腔癌,1,33196,女性乳癌,4,78713,食道癌,2,10180,胰臟癌,0,0,非何杰金氏淋巴瘤,1,51253,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,11464,鼻咽癌,0,0,膀胱癌,3,102836,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,80~84歲,2011,氣管、支氣管和肺癌,4,76804,肝和肝內膽管癌,5,49929,結腸、直腸和肛門癌,11,886605,胃癌,1,0,口腔癌,0,0,女性乳癌,3,17501,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,9931,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,7,58726,鼻咽癌,1,13967,膀胱癌,0,25856,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,85歲以上,2011,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,2,95869,結腸、直腸和肛門癌,4,229011,胃癌,1,13825,口腔癌,0,0,女性乳癌,1,2136,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,0,鼻咽癌,0,0,膀胱癌,1,86094,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,65~69歲,2011,氣管、支氣管和肺癌,2,1015331,肝和肝內膽管癌,9,275441,結腸、直腸和肛門癌,11,142952,胃癌,3,81705,口腔癌,1,15239,女性乳癌,4,37881,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,918,前列腺(攝護腺)癌,0,0,白血病,1,63406,子宮頸及部位未明示子宮癌,2,36109,鼻咽癌,1,5745,膀胱癌,1,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,70~74歲,2011,氣管、支氣管和肺癌,5,350937,肝和肝內膽管癌,11,395054,結腸、直腸和肛門癌,11,76276,胃癌,5,221719,口腔癌,0,391,女性乳癌,5,395974,食道癌,1,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,19584,前列腺(攝護腺)癌,0,0,白血病,1,77927,子宮頸及部位未明示子宮癌,4,48088,鼻咽癌,1,17167,膀胱癌,3,18598,卵巢癌,1,30886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,75~79歲,2011,氣管、支氣管和肺癌,5,1489837,肝和肝內膽管癌,12,219068,結腸、直腸和肛門癌,12,613342,胃癌,4,31770,口腔癌,2,4523,女性乳癌,4,99638,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,133276,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,8,690588,鼻咽癌,1,890,膀胱癌,4,307940,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,80~84歲,2011,氣管、支氣管和肺癌,4,490294,肝和肝內膽管癌,9,268374,結腸、直腸和肛門癌,10,403872,胃癌,1,139589,口腔癌,0,379,女性乳癌,1,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,1,45028,子宮頸及部位未明示子宮癌,3,20250,鼻咽癌,0,0,膀胱癌,2,13954,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,85歲以上,2011,氣管、支氣管和肺癌,3,200997,肝和肝內膽管癌,6,229412,結腸、直腸和肛門癌,13,305250,胃癌,2,215578,口腔癌,0,0,女性乳癌,2,90899,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,811,子宮頸及部位未明示子宮癌,3,8582,鼻咽癌,0,0,膀胱癌,2,51682,卵巢癌,1,114086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,65~69歲,2011,氣管、支氣管和肺癌,3,551341,肝和肝內膽管癌,7,386221,結腸、直腸和肛門癌,15,326681,胃癌,2,19656,口腔癌,1,18630,女性乳癌,7,130796,食道癌,0,0,胰臟癌,1,2156,非何杰金氏淋巴瘤,1,1288526,前列腺(攝護腺)癌,0,0,白血病,1,163341,子宮頸及部位未明示子宮癌,4,63206,鼻咽癌,0,0,膀胱癌,2,73084,卵巢癌,1,2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,70~74歲,2011,氣管、支氣管和肺癌,5,124924,肝和肝內膽管癌,8,196495,結腸、直腸和肛門癌,17,225555,胃癌,0,0,口腔癌,0,0,女性乳癌,6,356131,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,410716,前列腺(攝護腺)癌,0,0,白血病,3,35126,子宮頸及部位未明示子宮癌,5,330729,鼻咽癌,0,0,膀胱癌,4,104408,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,75~79歲,2011,氣管、支氣管和肺癌,10,1843728,肝和肝內膽管癌,7,147626,結腸、直腸和肛門癌,14,894420,胃癌,3,28877,口腔癌,1,16325,女性乳癌,5,431513,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,0,8129,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,5090,鼻咽癌,0,0,膀胱癌,2,49617,卵巢癌,1,520810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,80~84歲,2011,氣管、支氣管和肺癌,2,137181,肝和肝內膽管癌,5,40091,結腸、直腸和肛門癌,7,525812,胃癌,2,17445,口腔癌,1,18612,女性乳癌,1,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,32982,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,1,14252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,85歲以上,2011,氣管、支氣管和肺癌,0,0,肝和肝內膽管癌,1,4882,結腸、直腸和肛門癌,7,308195,胃癌,0,0,口腔癌,0,0,女性乳癌,1,5379,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,19301,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,28367,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,65~69歲,2011,氣管、支氣管和肺癌,3,368515,肝和肝內膽管癌,4,29119,結腸、直腸和肛門癌,6,364543,胃癌,1,8956,口腔癌,1,0,女性乳癌,10,778412,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,1,1921,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,101303,鼻咽癌,0,0,膀胱癌,3,94632,卵巢癌,2,22559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,70~74歲,2011,氣管、支氣管和肺癌,2,9360,肝和肝內膽管癌,10,320197,結腸、直腸和肛門癌,16,292510,胃癌,2,143611,口腔癌,0,0,女性乳癌,2,81580,食道癌,1,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,1305,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,212185,鼻咽癌,2,62008,膀胱癌,5,46985,卵巢癌,2,61669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,75~79歲,2011,氣管、支氣管和肺癌,1,201906,肝和肝內膽管癌,3,97130,結腸、直腸和肛門癌,11,2125795,胃癌,6,297949,口腔癌,3,42352,女性乳癌,2,150504,食道癌,1,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,0,鼻咽癌,1,4637,膀胱癌,3,104655,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,80~84歲,2011,氣管、支氣管和肺癌,2,0,肝和肝內膽管癌,4,25210,結腸、直腸和肛門癌,7,93863,胃癌,1,117743,口腔癌,0,0,女性乳癌,4,259965,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,4,341805,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,85歲以上,2011,氣管、支氣管和肺癌,2,2421,肝和肝內膽管癌,2,80553,結腸、直腸和肛門癌,5,222510,胃癌,1,0,口腔癌,0,0,女性乳癌,0,0,食道癌,1,54767,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣義竹鄉,,2011,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
